A,5,11.8260702031,7.73337338254,8.22015328772,2.26058473879,9.60506415485,6.21732002013,10.162132526,6.01390248353,4,5.37743859256,5
A,5,8.9250717171,6.47819223546,4.39616285965,1.91517525377,5.09491306991,3.15643869391,8.90635788735,5.80652653583,4,4.81138448031,4
A,2,7.3688069983,6.58956444043,5.2253994403,2.99044044077,3.7562890596,2.77823139,6.73555506349,7.7420353811,6,6.03783505686,5
A,4,9.18577300095,7.76665405143,4.0398013158,1.75264173699,5.66714234435,4.23929057683,9.99552548716,4.70052148138,3,3.58493390375,3
A,5,7.75874098759,7.32212694035,4.83944415853,1.7374782256,4.23873642351,3.93970245225,8.1139820857,4.90789742909,3,3.77361860783,3
A,5,12.2223551415,5.85227394662,5.70315633646,2.31794107409,6.92921435582,4.08335185432,10.9631106955,5.1152733768,4,4.33967272009,4
A,5,9.06139315782,6.307748409,4.71167034225,0.908553651869,4.54766254422,3.69413029987,8.59607067112,4.76964679729,4,3.77361860783,3
A,7,10.1820031012,5.70721877565,4.19861162283,2.33582206114,5.95507948227,4.01731283451,10.0761786524,2.76501263611,2,2.98259427147,2
A,2,9.4959442216,5.60050342012,5.03368895676,2.37612338206,5.73431531152,2.52160013675,9.75539928322,6.91253159027,6,6.98125857729,6
A,4,8.30905932979,6.97550053696,4.51762353418,1.980503202,4.07622201375,3.28601459877,8.72084275716,5.73740121992,5,4.05664566396,3
A,5,8.34412778538,7.18759482515,4.8775637637,1.07347631893,3.31729326766,3.56209141744,9.32382798172,4.21664427006,3,3.49059155171,3
A,3,8.01923376232,6.62312622357,5.33702996459,2.92046811314,4.54701452022,2.48447739319,7.27896710874,6.77428095846,6,4.62269977622,4
A,5,9.96808464206,7.36998370035,5.33415344292,1.78957322881,5.04054930831,4.17617983658,9.97098799487,4.90789742909,4,4.24533036805,3
A,3,12.1184364454,7.67450144382,7.2686015383,2.10861264235,7.3556598723,5.01091106837,12.75745287,6.70515564256,6,5.66046564869,5
A,4,12.3437846561,6.37355351026,5.72030712139,2.67030332905,7.1911047763,4.40716411448,11.5005947858,5.53002527222,5,4.90572683235,4
A,4,10.4196631167,6.32706902694,4.7150665354,2.21934047321,6.23167616876,3.14398827249,9.78160034016,5.59915058812,5,3.67927625579,3
A,5,11.9619543921,6.41079248276,5.5962502135,2.3301301597,8.71082176454,4.91105948694,8.75341567693,4.70052148138,4,2.83019508741,3
A,4,10.5237249065,7.62783254516,5.07732663898,0.843463615802,9.09636018107,6.44478865982,8.82124460978,5.59915058812,5,4.81138448031,4
A,4,9.43543390383,6.75472874748,5.37433587966,2.02605110475,5.1923160504,3.02467188575,9.4196635418,5.59915058812,4,4.81138448031,4
A,3,11.2952751685,6.60249653968,6.49089041403,2.42797526574,7.83736070424,3.30019087955,9.50132750761,6.15215311534,5,4.43401507213,4
A,7,8.54895440177,6.17885597392,4.31152882194,2.11079783257,4.22003517405,3.57646754823,8.17505345904,4.28576958597,3,3.49059155171,3
A,7,10.6582985524,7.11241402554,7.81252233562,3.55198549532,9.05274907296,6.29374689751,10.5265027578,5.39177464041,4,5.18875388848,5
A,4,9.04719465035,6.50522514337,4.31322450167,2.23191343205,5.62895447873,3.0056151152,9.19089605246,5.80652653583,5,4.90572683235,5
A,4,10.6027066447,6.22399285298,5.26594833405,2.79919345199,6.98721783516,3.3667297892,9.69481232414,6.08302779944,5,3.58493390375,3
A,3,7.34875390619,7.17868229854,4.68829446135,2.66005830464,5.28300423646,3.28056630465,5.95857586084,7.25815816978,6,4.43401507213,4
A,4,8.54070428039,5.96404530836,4.11963434437,2.42288448259,5.80449749472,2.61285969384,7.78843248242,6.01390248353,5,4.24533036805,4
